Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
73.1,European Union,UK,Full-time,All undergraduates,Combined and general studies,Theme 5: Organisation and management,137.1
87,European Union,UK,Full-time,All undergraduates,Combined and general studies,Theme 6: Learning resources,137.1
77.5,European Union,UK,Full-time,All undergraduates,Combined and general studies,Theme 7: Student voice,135.6
76.8,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,550.6
74.5,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,550.6
75.2,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,550.6
86.1,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,549.6
67.9,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,550.6
85.9,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,549.6
72.6,European Union,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,549.7
81.5,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,2740.7
77.8,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,2740.7
78.7,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,2739.7
87.3,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,2737.9
64.9,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,2738.7
82.9,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,2730.9
75.2,European Union,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,2731.2
89.3,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,191.7
85.6,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,191.7
77.9,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,191.7
90.6,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,191.7
80.9,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,191.7
92.6,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,191.7
78.6,European Union,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,191.7
83.2,European Union,UK,Full-time,All undergraduates,All subjects,Theme 1: Teaching on my course,18197
80.3,European Union,UK,Full-time,All undergraduates,All subjects,Theme 2: Learning opportunities,18194
75.1,European Union,UK,Full-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,18188
86.5,European Union,UK,Full-time,All undergraduates,All subjects,Theme 4: Academic support,18169
74.2,European Union,UK,Full-time,All undergraduates,All subjects,Theme 5: Organisation and management,18182
87.6,European Union,UK,Full-time,All undergraduates,All subjects,Theme 6: Learning resources,18156
75.2,European Union,UK,Full-time,All undergraduates,All subjects,Theme 7: Student voice,18089
95.8,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,18
93.3,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,18
90,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,18
86.1,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,18
75,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,18
87,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,18
73.5,European Union,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,17
83.9,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,8.5
90.7,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,8.5
84.7,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,8.5
85.5,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 4: Academic support,8.5
88.2,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 5: Organisation and management,8.5
88.2,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 6: Learning resources,8.5
65.8,European Union,UK,Part-time,All undergraduates,Social sciences,Theme 7: Student voice,8.5
86.1,European Union,UK,Part-time,All undergraduates,Business and management,Theme 1: Teaching on my course,24.5
86.1,European Union,UK,Part-time,All undergraduates,Business and management,Theme 2: Learning opportunities,24.5
80.8,European Union,UK,Part-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,24.5
91.8,European Union,UK,Part-time,All undergraduates,Business and management,Theme 4: Academic support,24.5
87.8,European Union,UK,Part-time,All undergraduates,Business and management,Theme 5: Organisation and management,24.5
83.7,European Union,UK,Part-time,All undergraduates,Business and management,Theme 6: Learning resources,24.5
90.5,European Union,UK,Part-time,All undergraduates,Business and management,Theme 7: Student voice,24.5
90.6,European Union,UK,Part-time,All undergraduates,All subjects,Theme 1: Teaching on my course,98
87.5,European Union,UK,Part-time,All undergraduates,All subjects,Theme 2: Learning opportunities,98
83.9,European Union,UK,Part-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,98
90.3,European Union,UK,Part-time,All undergraduates,All subjects,Theme 4: Academic support,98
85.7,European Union,UK,Part-time,All undergraduates,All subjects,Theme 5: Organisation and management,98
88.4,European Union,UK,Part-time,All undergraduates,All subjects,Theme 6: Learning resources,98
77.1,European Union,UK,Part-time,All undergraduates,All subjects,Theme 7: Student voice,97
87.8,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 1: Teaching on my course,33.7
77.9,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 2: Learning opportunities,33.7
56.3,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,33.7
87.9,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 4: Academic support,33.7
64.6,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 5: Organisation and management,33.7
90.9,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 6: Learning resources,33.7
72.6,European Union,UK,All modes,First degree,Medicine and dentistry,Theme 7: Student voice,33.7
82.2,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,1031.9
79.9,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,1031.9
71.9,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,1031.9
79.5,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 4: Academic support,1031.9
67.6,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 5: Organisation and management,1031.9
86.6,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 6: Learning resources,1030.9
73.1,European Union,UK,All modes,First degree,Subjects allied to medicine,Theme 7: Student voice,1020.9
84.7,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 1: Teaching on my course,818
82.1,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 2: Learning opportunities,818
74.4,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,817
87.7,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 4: Academic support,817
80.4,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 5: Organisation and management,817
89.8,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 6: Learning resources,816
78.5,European Union,UK,All modes,First degree,Biological and sport sciences,Theme 7: Student voice,812.2
84,European Union,UK,All modes,First degree,Psychology,Theme 1: Teaching on my course,993.2
79.5,European Union,UK,All modes,First degree,Psychology,Theme 2: Learning opportunities,993.2
75,European Union,UK,All modes,First degree,Psychology,Theme 3: Assessment and feedback,993.2
86.2,European Union,UK,All modes,First degree,Psychology,Theme 4: Academic support,992.2
77.9,European Union,UK,All modes,First degree,Psychology,Theme 5: Organisation and management,993.2
89.7,European Union,UK,All modes,First degree,Psychology,Theme 6: Learning resources,990.5
77.1,European Union,UK,All modes,First degree,Psychology,Theme 7: Student voice,992.6
80.6,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,93.5
79.8,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,93.5
79.1,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,93.5
85.8,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 4: Academic support,93.5
76.6,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,93.5
86.9,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,93.5
78.1,European Union,UK,All modes,First degree,"Agriculture, food and related studies",Theme 7: Student voice,93.5
82.4,European Union,UK,All modes,First degree,Physical sciences,Theme 1: Teaching on my course,257
78.2,European Union,UK,All modes,First degree,Physical sciences,Theme 2: Learning opportunities,257
74.1,European Union,UK,All modes,First degree,Physical sciences,Theme 3: Assessment and feedback,256
87.6,European Union,UK,All modes,First degree,Physical sciences,Theme 4: Academic support,256
75,European Union,UK,All modes,First degree,Physical sciences,Theme 5: Organisation and management,256
88.8,European Union,UK,All modes,First degree,Physical sciences,Theme 6: Learning resources,256
75,European Union,UK,All modes,First degree,Physical sciences,Theme 7: Student voice,254
80.1,European Union,UK,All modes,First degree,Mathematical sciences,Theme 1: Teaching on my course,237.2
80.1,European Union,UK,All modes,First degree,Mathematical sciences,Theme 2: Learning opportunities,237.2
75.5,European Union,UK,All modes,First degree,Mathematical sciences,Theme 3: Assessment and feedback,237.2
87.4,European Union,UK,All modes,First degree,Mathematical sciences,Theme 4: Academic support,237.2
80.5,European Union,UK,All modes,First degree,Mathematical sciences,Theme 5: Organisation and management,237.2
89.4,European Union,UK,All modes,First degree,Mathematical sciences,Theme 6: Learning resources,237.2
76.5,European Union,UK,All modes,First degree,Mathematical sciences,Theme 7: Student voice,236.2
80.6,European Union,UK,All modes,First degree,Engineering and technology,Theme 1: Teaching on my course,638.5
