Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
81.9,Disability reported,UK,Full-time,All undergraduates,Computing,Theme 4: Academic support,2678.3
67.8,Disability reported,UK,Full-time,All undergraduates,Computing,Theme 5: Organisation and management,2678.3
82.5,Disability reported,UK,Full-time,All undergraduates,Computing,Theme 6: Learning resources,2667.3
69.8,Disability reported,UK,Full-time,All undergraduates,Computing,Theme 7: Student voice,2660.3
85.9,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,837.6
81.6,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,837.6
75.6,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,837.6
82.1,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,837.6
68.7,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,837.6
81.1,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,836.6
71.3,Disability reported,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,835.6
84.5,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,6312.4
79.5,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,6311.1
75.4,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,6312.1
80.7,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 4: Academic support,6311.1
71.7,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 5: Organisation and management,6310.6
83.6,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 6: Learning resources,6285.6
68.6,Disability reported,UK,Full-time,All undergraduates,Social sciences,Theme 7: Student voice,6267.7
83.6,Disability reported,UK,Full-time,All undergraduates,Law,Theme 1: Teaching on my course,2297.9
77.2,Disability reported,UK,Full-time,All undergraduates,Law,Theme 2: Learning opportunities,2297.9
70.8,Disability reported,UK,Full-time,All undergraduates,Law,Theme 3: Assessment and feedback,2295.9
77.7,Disability reported,UK,Full-time,All undergraduates,Law,Theme 4: Academic support,2294.2
71.3,Disability reported,UK,Full-time,All undergraduates,Law,Theme 5: Organisation and management,2293.9
85.1,Disability reported,UK,Full-time,All undergraduates,Law,Theme 6: Learning resources,2281.4
64,Disability reported,UK,Full-time,All undergraduates,Law,Theme 7: Student voice,2271.6
80.2,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 1: Teaching on my course,4487.3
79.8,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 2: Learning opportunities,4486.1
76,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,4484.4
81.7,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 4: Academic support,4479.6
75.2,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 5: Organisation and management,4481.9
84.2,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 6: Learning resources,4472.5
70.2,Disability reported,UK,Full-time,All undergraduates,Business and management,Theme 7: Student voice,4458.5
89.4,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 1: Teaching on my course,2537.6
81.3,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 2: Learning opportunities,2537.6
78.3,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,2536.6
88,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 4: Academic support,2536.6
73.3,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 5: Organisation and management,2534.6
85.2,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 6: Learning resources,2518.8
69.7,Disability reported,UK,Full-time,All undergraduates,Language and area studies,Theme 7: Student voice,2525.2
90.8,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,2606.6
80.6,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,2606.6
77.9,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,2606.8
87.5,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,2606.8
75.1,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,2606.5
86.5,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,2602.3
69,Disability reported,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,2589
85.3,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,1867.8
84,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,1868.8
79.7,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,1868.8
82.5,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 4: Academic support,1866.8
68.8,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,1868.3
85,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 6: Learning resources,1863.8
72.3,Disability reported,UK,Full-time,All undergraduates,Education and teaching,Theme 7: Student voice,1860.3
86.7,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,287.9
82.1,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,287.9
76.3,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,287.9
87.5,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 4: Academic support,287.4
75.1,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 5: Organisation and management,287.9
84.7,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 6: Learning resources,286.7
70.9,Disability reported,UK,Full-time,All undergraduates,Combined and general studies,Theme 7: Student voice,287.2
83.9,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,1400.2
79.7,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,1399.9
79.7,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,1399.6
84.9,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,1397.6
69.4,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,1398.6
84.3,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,1395.3
70.2,Disability reported,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,1386.3
83.7,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,9334.3
78.8,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,9332.8
79.2,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,9329.7
83,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,9330.7
63.9,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,9323
79.9,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,9306.9
70,Disability reported,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,9286.4
87,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,1141.8
80.5,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,1141.8
74,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,1141.8
82.6,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,1141.8
74,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,1141.8
84.8,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,1137.8
71.4,Disability reported,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,1134.1
83.9,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 1: Teaching on my course,57847
79.2,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 2: Learning opportunities,57840
74.9,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,57829
80.8,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 4: Academic support,57804
67.6,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 5: Organisation and management,57804
83.3,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 6: Learning resources,57610
68.5,Disability reported,UK,Full-time,All undergraduates,All subjects,Theme 7: Student voice,57488
87.9,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,404
83.5,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,404
82.5,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,404
83.3,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,404
71.7,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,404
82.9,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,400
64.6,Disability reported,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,398
88.4,Disability reported,UK,Part-time,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,137.7
83,Disability reported,UK,Part-time,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,137.7
85.6,Disability reported,UK,Part-time,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,137.7
83.4,Disability reported,UK,Part-time,All undergraduates,Biological and sport sciences,Theme 4: Academic support,137.7
87.3,Disability reported,UK,Part-time,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,137.7
86.9,Disability reported,UK,Part-time,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,137.7
