Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
82.7,21 to 25,UK,Full-time,All undergraduates,Computing,Theme 4: Academic support,1757.8
72.9,21 to 25,UK,Full-time,All undergraduates,Computing,Theme 5: Organisation and management,1760.8
83.2,21 to 25,UK,Full-time,All undergraduates,Computing,Theme 6: Learning resources,1752.8
73.3,21 to 25,UK,Full-time,All undergraduates,Computing,Theme 7: Student voice,1742.8
88.1,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,656.8
83.9,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,657.8
82.6,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,657.8
88.2,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,657.8
76.8,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,657.8
83.9,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,657.3
77.8,21 to 25,UK,Full-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,653.3
86,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 1: Teaching on my course,2398.6
83.8,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 2: Learning opportunities,2398.6
81.5,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 3: Assessment and feedback,2398.6
83.2,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 4: Academic support,2397.5
73.8,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 5: Organisation and management,2397.1
86.5,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 6: Learning resources,2391.6
74.7,21 to 25,UK,Full-time,All undergraduates,Social sciences,Theme 7: Student voice,2379.7
86.2,21 to 25,UK,Full-time,All undergraduates,Law,Theme 1: Teaching on my course,1012.7
80.5,21 to 25,UK,Full-time,All undergraduates,Law,Theme 2: Learning opportunities,1012.7
75.7,21 to 25,UK,Full-time,All undergraduates,Law,Theme 3: Assessment and feedback,1012.7
81.9,21 to 25,UK,Full-time,All undergraduates,Law,Theme 4: Academic support,1009.2
73.4,21 to 25,UK,Full-time,All undergraduates,Law,Theme 5: Organisation and management,1012.2
86.4,21 to 25,UK,Full-time,All undergraduates,Law,Theme 6: Learning resources,1005.5
68.8,21 to 25,UK,Full-time,All undergraduates,Law,Theme 7: Student voice,1007
85.3,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 1: Teaching on my course,5212.2
84.8,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 2: Learning opportunities,5209.4
83.3,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 3: Assessment and feedback,5210.4
86.2,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 4: Academic support,5203.1
81.9,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 5: Organisation and management,5207.4
88.4,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 6: Learning resources,5197.4
80.5,21 to 25,UK,Full-time,All undergraduates,Business and management,Theme 7: Student voice,5180.2
90.4,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 1: Teaching on my course,562.3
84.2,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 2: Learning opportunities,562.3
83.4,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,562.3
89,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 4: Academic support,561.3
76.4,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 5: Organisation and management,562.3
86.5,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 6: Learning resources,556.8
75,21 to 25,UK,Full-time,All undergraduates,Language and area studies,Theme 7: Student voice,560
92.5,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,557.8
85.5,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,557.8
84.9,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,557.8
89.3,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,557.8
81.1,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,557.6
87.7,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,556
77.2,21 to 25,UK,Full-time,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,553.2
87,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,1201.4
86.2,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,1200.4
85.4,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,1201.4
87.1,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 4: Academic support,1199.4
72.5,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,1200.4
87.7,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 6: Learning resources,1197.4
77,21 to 25,UK,Full-time,All undergraduates,Education and teaching,Theme 7: Student voice,1195.1
85.4,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,83.9
85.9,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,83.9
83.4,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,83.9
90.9,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 4: Academic support,83.9
76.5,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 5: Organisation and management,83.9
81.4,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 6: Learning resources,83.9
75.3,21 to 25,UK,Full-time,All undergraduates,Combined and general studies,Theme 7: Student voice,83.9
83.3,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,632.2
80,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,631.9
81.9,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,631.9
86.5,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,631.9
71.9,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,630.9
85.7,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,632.2
73.4,21 to 25,UK,Full-time,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,630.4
83.8,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,3926.4
79.8,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,3926.4
81.4,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,3925.4
84.3,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,3925.4
66.7,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,3920.6
80.1,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,3917.9
73.6,21 to 25,UK,Full-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,3912.6
90.9,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,177.4
87.5,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,177.4
82.3,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,177.4
90.6,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,177.4
78.3,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,176.4
87.5,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,176.4
79.6,21 to 25,UK,Full-time,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,174.4
84.4,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 1: Teaching on my course,30378
81.2,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 2: Learning opportunities,30375
79,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 3: Assessment and feedback,30375
82.4,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 4: Academic support,30343
69.7,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 5: Organisation and management,30357
85,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 6: Learning resources,30270
73.2,21 to 25,UK,Full-time,All undergraduates,All subjects,Theme 7: Student voice,30195
88.1,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,242.5
84.1,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,242.5
82.3,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,242.5
84.7,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,242.5
74.5,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,242.5
85.4,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,241.5
68.9,21 to 25,UK,Part-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,239.5
90.2,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,11.5
82.6,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,11.5
87,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,11.5
95.7,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,11.5
69.6,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,11.5
73.9,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,11.5
82.6,21 to 25,UK,Part-time,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,11.5
83.2,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,362.3
78.6,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,362.3
81.3,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,362.3
82.3,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 4: Academic support,360
71.7,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 5: Organisation and management,362.3
86.3,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 6: Learning resources,362.3
64.9,21 to 25,UK,Part-time,All undergraduates,Engineering and technology,Theme 7: Student voice,358.6
79.3,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,170.8
74.7,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,170.8
75.4,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,170.8
83.3,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,170.8
69.6,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,170.8
85,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,167.8
66.3,21 to 25,UK,Part-time,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,168.8
89.7,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 1: Teaching on my course,306.5
87.4,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 2: Learning opportunities,306.5
89.2,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,306.5
87.2,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 4: Academic support,305.5
87.1,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 5: Organisation and management,305.5
88.2,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 6: Learning resources,304.5
70.3,21 to 25,UK,Part-time,All undergraduates,Education and teaching,Theme 7: Student voice,301.5
83.6,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,59
79.3,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,59
86.8,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,59
85.2,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,59
77.1,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,59
79.7,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,59
68.4,21 to 25,UK,Part-time,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,59
86.9,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 1: Teaching on my course,107.7
82.8,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 2: Learning opportunities,107.7
71.5,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,107.7
86.8,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 4: Academic support,107.7
55.1,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 5: Organisation and management,107.7
82.4,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 6: Learning resources,107.7
66.6,21 to 25,UK,All modes,First degree,Medicine and dentistry,Theme 7: Student voice,106.7
